customer_id,FN,Active,club_member_status,fashion_news_frequency,age
002854112fa3f29c52b2788ed16839d28c77f8ac625d6aaf05128f9416fac625,0,0,ACTIVE,NONE,19
00299609d2f3cd490b2e5939f22c881340ece8a1dd3d63db201b5ae30462e460,0,0,ACTIVE,NONE,34
0029c9b83733a5c5eedc645f5146a0a27edc7005a0f41d152a697ea5aedbf150,1,1,ACTIVE,Regularly,67
0029e626eac50ae2e7a9f9ab10c804c1eba6a6cb8ebdd404755ff2f586f6272c,1,1,ACTIVE,Regularly,23
002afd22e7213d06224d3ea99b9447a11887cc193495f63954c78472a739466a,0,0,ACTIVE,NONE,52
002b3c0a44a22c45a8d62ea9d2b88d1a89e335f8b8400335a85c3b5845794cb9,0,0,ACTIVE,NONE,38
002c461a5ac24e9b3d89c3af593e3bcea34453cea40e815000b84039a455b4c1,0,0,ACTIVE,NONE,50
002c854e07a3962008b101821da001b3e7492b30e3b96656d613d6d3cb1493a7,0,0,ACTIVE,NONE,19
002ca2adab1fd9cb21f31f70bee8af6a67df42cdc0b985149546df9d14afed7c,0,0,ACTIVE,NONE,22
002d357090653902c9eebf57182b663b7e58cd0eccdf2f902cad40ba955cf7c7,0,0,ACTIVE,NONE,48
002d9149d865f37c0e3df358111cf5a30e19f9748859533028d7952c76d45445,0,0,ACTIVE,NONE,22
002da1d307ae48e1b8528792f62117e43a911ed075019547d64c091ee9e23e73,1,1,ACTIVE,Regularly,21
002eca13c6021f7fb2031b1455549864bd34eb8bf98efb429aa1f7052358b5a3,0,0,ACTIVE,NONE,39
002ef9a63f8c49c145b59dbccc5dc540891869cc1c1f03e2a9e2e6ae82a421d8,0,0,ACTIVE,NONE,22
0031a3ee9e817a6268d6bb4d598fd6922eb35f26dd0054dbfeed3c7fded09112,1,1,ACTIVE,Regularly,27
0031ec29a8ec802f8e9e85c038c9c003168eea6345c17139b63bd43e01f80348,0,0,,NONE,59
0033203e3701e1844cc10006b5522654f922fe75a81d4c105d7586865382e382,1,1,ACTIVE,Regularly,57
00342135828538b9e2992e5aa699f287bb030c44faa3a5852b64090424ab8869,1,1,ACTIVE,Regularly,47
0034429850746853c4b270c581be00936acfe76f46f326f441bd25dd65dd23f1,0,0,ACTIVE,NONE,31
00357b192b81fc83261a45be87f5f3d59112db7d117513c1e908e6a7021edc35,0,0,ACTIVE,NONE,47
0035a0a862a3e4f5e356396ddc2f276a823d737014c872c54522ddf0db3183b9,0,0,ACTIVE,NONE,46
003604fc062e3c8ad59537bb63880548044601b3129570ffd9a1b28bf3dc295e,0,0,ACTIVE,NONE,25
0036a44bd648ce2dbc32688a465b9628b7a78395302f26dd57b4ed75dce9b70c,0,0,ACTIVE,NONE,24
0036b3c13e883279b2454b76ca09590c7d186e5d7c4d410d0857f6a99e5fa0fb,0,0,ACTIVE,NONE,29
0036cd879205aa183224988950a6a8a38ef8c87c13331dd6e6fde88b498a7cab,0,0,PRE-CREATE,NONE,20
0036d1c158e5f144d1448de4845a13a53e4e10a9b0ed3547dd24e9028825226d,1,1,ACTIVE,Regularly,31
00374f8d0ebab46116ca2c89d8bb89f97814fdab463fce7884bf8aff371f3c3b,0,0,ACTIVE,NONE,25
0037c4ae2ea5c547b388276aa21861e061e13c67846694132cfa3c11f5484b5d,1,1,ACTIVE,Regularly,21
00386204792883fdad2a2f5aa6ee2354e6019518fe31cc12b817db36b60393cb,1,1,ACTIVE,Regularly,20
0038bf2b66fdc1de4e25bce86c50d6dbdc3a0c3551c354d74d976b477b97ea65,1,1,ACTIVE,Regularly,44
0038eb004877f6b8abcea08c00d5a57e1f6ffed05467244692360ec1f1ccc721,0,0,,NONE,32
003954a1b325713a6d4c354e79fd2f04b833a961ccfe8189d096c8813d1a1e30,1,1,,Regularly,23
0039ce34f7dec0ca83168a4e371ec4cbcf0cad4e3666f0aa9ef533876946dcd7,1,1,ACTIVE,Regularly,43
003a0061f400bccc09b74cb63ffcaa91fef0b369c30c7033c0d8d40bdd3309f3,1,1,ACTIVE,Regularly,53
003a91c7ac71487cfdfad07eb3530bc8fc4a90723cd55d9bcff4cad162606c5d,0,0,ACTIVE,NONE,32
003bb6fe9034951835106821584768387afa0dcc9296750f58db55f23e73a2c9,1,1,ACTIVE,Regularly,29
003cbebaf7fa9783dfaec0c0f7b0ccca210d4ebb42be547d93e0e8e91246c370,0,0,ACTIVE,NONE,33
003d9d63079d263483ea466ffad80a61f720917c42dd355ed42b222f029910dd,1,1,ACTIVE,Regularly,23
003dcdb1164332b8ac9b1698861fc2a423f202d7df51df4feb4b18633b270dfd,0,0,ACTIVE,NONE,29
003e9ee870e3ca8304e34abcd91a4b3a2e75e21e9bbd5320dd095620d40cd7e7,0,0,ACTIVE,NONE,53
003f1a522344fbf746b6df92dcbcd1c22b86c31db457c5e57912ec114c61a544,1,1,ACTIVE,Regularly,26
003f1bdc9212bd81fd5ec35bf7285580103cd8a469340efed1d27f3b86d7f28f,0,0,ACTIVE,NONE,58
003f6289772f1024da4062ef9544f5cf857a73fad9bf863e30b6dbda59057705,1,1,ACTIVE,Regularly,28
003f6bddaa24e56d4f4602636ea16cc8c9b41c681c604133904f62de2fc207b5,0,0,ACTIVE,NONE,27
0041549a7359ed9651da1f2fb7217cfa23708adb232b122471e8cd86d8044081,0,0,ACTIVE,NONE,43
0041fff4bb2a392fc04836679ed6bf6d8c6a5a2cb4bd2feab82829a78c64be1e,0,0,ACTIVE,NONE,41
004273c6217ab19e6459eee01e59c055836eabd235d13f737ff7ac6707d1c36f,1,1,ACTIVE,Regularly,49
00431977a1b983b871bf6d7b68557a479f5e6e3203347fe92a117e7731ceb329,1,1,ACTIVE,Regularly,21
004469cbca92c558dd0effab034b671498827977bbb574ca3fbdc645846dd546,0,0,ACTIVE,NONE,25
0045419bbda57c6bce7d0db0905ca6c3dabd6f40588494696351d5657373fa5c,0,0,PRE-CREATE,NONE,26
0045ff4aad72162bce75d1fe148a8bbe7b59263ef26d9a22dd047dfcc2880242,0,0,ACTIVE,NONE,29
00464a304000a1fd33c18f85400407478b1cbe05d14bf71c19cd7d937aca82b0,0,0,PRE-CREATE,NONE,40
00465ec96dd32dca19f85108cbce142de6667a7ace8208442025f8f65b694489,0,0,ACTIVE,NONE,53
00479e5c3db091b109fe7e534e0f68c577d2ca8c1cd684590bec0ea16616268f,1,1,ACTIVE,Regularly,24
00480b0897ac6a07e1c26633b01d3d6b551dd7efe5941d6074db0584362f28a8,0,0,ACTIVE,NONE,33
00485ab33d67fd29a51f4151bc4a776db53c751834593ae85aa1142043653c8f,1,1,ACTIVE,Regularly,0
00485c1d73db6759a2aa5b16a1cd20217e8778295442c86c3f73ae8277a10dd5,0,0,ACTIVE,NONE,25
00489e0117a3d605abf60b49b7f656a95c3f391ff18a7deadf7ce5394b5cbfc9,1,1,ACTIVE,Regularly,30
0048b1bc9d8faadbb057fd679fca15d9a6d142efa8b5e0aaa67f913465e07c10,0,0,ACTIVE,NONE,45
00496e6655b4bc29d1b22aa0228a2711db54c2ce458b2555204d8c1efa70aea9,1,1,ACTIVE,Regularly,26
00497856651e5483f26917703886e95c6e299a7492874087ec4a2d78acc4f081,0,0,ACTIVE,NONE,53
00497d674f6566c172de1b86946679a944d5a5d16b7280cf57f9b74ae680583c,0,0,ACTIVE,NONE,48
004995f86aedd82f31fde9516781685a0719f6ce4d2f3c623a0b4a3f0160afdc,0,0,ACTIVE,NONE,28
004a44473a84b8809a136aac040eae2e567f85031949ebede13474124571c361,1,1,ACTIVE,Regularly,29
004b8945bc2e2831c1bc54d72483c263840300be73a3257affbef7feedf8359e,1,1,ACTIVE,Regularly,20
004ba1b91c764b33c7d1df3d8fe8e2a11d7b15814df936e6f31c8f319e3a39d8,1,1,ACTIVE,Regularly,38
004c3751ed6f9dfc98b870291c95be6702d3afa97d94677b9c12ada0a398d538,1,1,ACTIVE,Regularly,28
004c4622d6127888cdc049a12b9cab38452424ee3e48847e4a8e16b43fcc6a2c,1,0,ACTIVE,Regularly,19
004c7abaf91c6833abb9f4c08c0e38a845dfc4580486ef5e2a592bd3c4f94dec,1,1,ACTIVE,Regularly,37
004c8d3cde66bb816ab537b90526ff1611693db54a106e8a7c6acb2d8da83a11,1,1,ACTIVE,Regularly,50
004ce3f790d04991ecae1bf95f1e8cce49e54ca8f3370f1698b9b2e3fd47a169,0,0,ACTIVE,NONE,48
004d309dac8fb26d7bcea7a52305c927e245864bca9610e473028576aff2bae5,1,1,ACTIVE,Regularly,37
004d738d594c19ad6d3e44d705de8829fd9e11d3385c11ab876c27a03bf33e1a,0,0,ACTIVE,NONE,28
004d932f7a27ac3167c77db81d9cfd89392729e7f7e0d4c27e57ba355fc93988,0,0,ACTIVE,NONE,57
004ebe9d38dfa8ead522b13223591e3790f02de5e92b3a131deb0661c08d4621,0,0,ACTIVE,NONE,31
004f6347e4628eadc6b0db914fcbfa1cabc81e426d9d42cab448d43413706aa9,0,0,ACTIVE,NONE,55
00506a911c3bb8aeaaa788c5d0e0d0d464b67235134ed43739e9847c36a1a05c,1,1,ACTIVE,Regularly,28
00511323d252c93be07a61a61891bc8ff0ffdf547573fcafa96807e1349b4636,1,1,ACTIVE,Regularly,58
0051a1d00ec9a4ff1a2f9aa32a4bb054cc9ba08e80be590aec39391ff3dc56e8,0,0,ACTIVE,NONE,20
0053276104ee5e9651f15330184ee699453b1c474ae47be6bac69bffee790985,0,0,ACTIVE,NONE,31
0054b13bbf6e3ec32fc61b82f63d81731fa1d9cd5c31cdbfc37e3bf1b08b05c0,1,1,ACTIVE,Regularly,32
0054ed794ae31d57dae41bd3223d0490af4101663586953acc1935083a2f212c,1,1,ACTIVE,Regularly,29
0055d6440e9ccf17738cea0a2763f6f95a506ece24d86205606ec08ee5aef055,0,0,ACTIVE,NONE,40
0056238bf79efd3e95fc0ed4f4c01c018ff088544fa010b6e75f9531ef64554c,1,1,ACTIVE,Regularly,36
005757efd86c7b67b08ae7701bb8902410e4c0fd0e5c8168763acdeb6d88db37,0,0,ACTIVE,NONE,999
0057bd856a15b91883034be5e71a24470e0e3a826b689f7e69024ab80dcb4ca1,0,0,,NONE,24
0057e214720f3ed438fbfe484df060dc017d7a58386beb2a32dbc2d8fde8dfc9,1,1,ACTIVE,Regularly,23
00580ea1fdaf6a6f005227e55f9e293053291a96cd82f8dcf9dac90730daf572,1,1,ACTIVE,Regularly,45
00589eb022085ac332b60a54e8f1011c4746a0881f95281525b95e1340f2103e,0,0,ACTIVE,NONE,23
0058f50af4c2bf529dd3f43347bbb304fe5fb8323fa27c0fb9c052f015565c15,0,0,ACTIVE,NONE,63
00594dda69a7379a7596113df1fe0359c1255a594aef5cc9ad3250037f17b1bb,1,1,ACTIVE,Regularly,56
0059a4ad169427bf3744f5a83e01f6ee494e9de3028335342bd7cf91fb77e56e,0,0,ACTIVE,NONE,45
0059a72dc89bd3a2bd42e523d98567a0f1acd1f7046f9bdae89e04ddc0a494cf,0,0,ACTIVE,NONE,55
0059c96adbc552459d5ee48043523246c5b3520267286adaed439774476ab2f2,0,0,ACTIVE,NONE,38
005a2df6006a9b28dc6c33f1f994902d7bbed7251f80bbde30ed134950c0284b,0,0,ACTIVE,NONE,25
005b677753ff7cc5020b95745cf7108498e676fd6499bea6450677b9724423ea,0,0,ACTIVE,NONE,20
005c1e5bb8652e714343031f7a54ca6b8ae25df51f28c932a8af24e244a9a1e3,0,0,ACTIVE,NONE,130
005c9fb2ba6c49b2098a662f64a9124ef95cbec5fcf4ebdb4dcbaaf83f979c51,0,0,ACTIVE,NONE,46
005d057b0efb307cd8ff450693575f0a3dd01211900138c3f900de5473221f34,1,1,ACTIVE,Regularly,50
005da534f77afa84b9266d701651cbe00a9f19b26adcfc1ab8d185677d216d38,0,0,ACTIVE,NONE,29
005ddabf9bc77f963ba39fa3c577b8902ae77558bd0ea26462ffdd6f57f09b83,0,0,ACTIVE,NONE,30
005defffac93a49b0e758fccdba3a76489e961e3cda4ff29359bc01052ab16a8,0,0,PRE-CREATE,NONE,53
005efa31ce0f37b9526bfc3aac4292d0912a141e1619c4bab49960932f41e4aa,0,0,ACTIVE,NONE,31
005f0059bc1ab36de04f436c4afd9d096baeb7bf586d4aaa34afadc990c36365,1,1,ACTIVE,Regularly,25
005f53e1388c3999b8b562ad76e48a05595ee6e5d11419a72331b88b8f992ef0,1,1,ACTIVE,Regularly,54
005f7bd6e1b63b2b6e00b67f2e4fbfc250bc09b94a4edad92effab96aaa9a4e4,0,0,ACTIVE,NONE,20
00609a1cc562140fa87a6de432bef9c9f0b936b259ad3075eb2a65008df1dbab,0,0,ACTIVE,NONE,28
006102b6a2f7c52ec338397d27407e4548361637b721a083dbff92b0a9a8c31c,0,0,ACTIVE,NONE,58
0061a1f7467438cac8f03059bc45fb0dabf839b30b59ab888ab8aadd5866c572,1,1,ACTIVE,Regularly,28
00620aef394eb18de1599066ce8fc29566539771c724fef7d5a7138da8658547,0,0,ACTIVE,NONE,35
0062c507b6311697cf7bbf234748242cd4c6135eb2e1e4be3c4c219df0840b29,0,0,ACTIVE,NONE,27
00631dbb79363bbbdc15c0df65432e53c93bf5f3ff17a99f60993106a77548c9,1,1,ACTIVE,Regularly,62
0063a5fab642a52b80dcc5561b3a2ef5a06f13f2967a7a9ba7672d139969424c,1,1,ACTIVE,Regularly,32
0063faad1cf48d3d6e02d02b3890248173fd59aefe8ecd0c3817b9688ba93124,0,0,ACTIVE,NONE,19
00642eccb26172eff1dd75823b2d775d9ece04b3c7aff1d21e309fe30e7a3db5,0,0,ACTIVE,NONE,47
006488cd0dc9c782dac001c4341d6b49d2bd525d68ea10d50004773c86e979ae,0,0,ACTIVE,NONE,39
0064dc87f5ef46052ff9cfce969f7f4fe6874e2b23417bdeedfadd26cc26f647,0,0,ACTIVE,NONE,38
0065476fcc39d772289d444eec1c9df0c626f73780f56aadec3f61bf6729b9c8,1,1,ACTIVE,Regularly,37
0065848cb03f4147bfe8f8c4c5ae3fce496ad9c3389fc39cafa2dad000b4edb6,0,0,ACTIVE,NONE,57
00660e094fc4683adfbf3a5f4319beceb441dd8fec740880800bda905f6ba0b6,1,1,ACTIVE,Regularly,23
0066116ca7e45fffc6a38a61d97ce28f7b6c10dc3a91badd190834f86c8cc4a3,1,1,ACTIVE,Regularly,47
0066587f0aae123c56f7c03609273fab175c0c11fab432617dedf5f184e71695,1,1,ACTIVE,Regularly,31
0066c01f7b65400009850884c110dc4d0d17c54e33c98aa4f695e3e36c3786c0,0,0,ACTIVE,NONE,49
00678ab49b0a1e70ea8a84d3d6bed1ba9e1e612ad81deaeaf90578a6078f9127,0,0,ACTIVE,NONE,29
0067de2fc6153ce6e192010001969d81ca980ddcf19204eeacae65b16ad5c6db,1,1,ACTIVE,Regularly,28
0068010b671618c01c3aa49eb8f9ca5d4faa2274e0289b8b675d67a3969e433e,0,0,ACTIVE,NONE,27
006908fb1f581e64408d2c5a57bf65e06b26939dce50b8f8c4dc7ac65e5f6631,1,1,ACTIVE,Regularly,41
0069653bdf9bfc179c7b2f3f51a8e68c66d2ab971d471b02e181d84a7ad73f3f,0,0,ACTIVE,NONE,22
0069963bd7074605722a330ca5dc3d6ab616e1861d65f33cc70190e57af8049d,0,0,ACTIVE,NONE,41
00699b8423c87ae17668a5be29e48d4cc9717884ed0d296ec8d537458d48d7cb,1,1,ACTIVE,Regularly,46
006aaa15e4bd0fc534f79329ad2024e09aea7a97f180c99a0cf86e41096eddc5,0,0,ACTIVE,NONE,36
006c5353c700c6d1169eb23683b3f833555d6fd736a6bbaab25d83fa27adaa91,0,0,ACTIVE,NONE,55
006d4d33f3c6572f6da5ed5011949b3c6c4430afddfe597f558daeb44e1ae5df,1,1,ACTIVE,Regularly,21
006e3e2a4295d273045ba7eb2d05bd10923de83de84cfcd18627b409d9aac0dc,1,1,ACTIVE,Regularly,53
0071e6b2a807c82be84ca52fa1e92a062ed44d5d5bf362cc7423ad627aa4e60b,0,0,ACTIVE,NONE,27
0072dc252a74a29eb3a4a5b98384188aaf090f7f139d6138cbcfcba6f4503259,1,1,ACTIVE,Regularly,22
00744846bcc3aa35dce5481839840f01ddc24cef331f20fe62050e34ffd1bce3,0,0,ACTIVE,NONE,26
0074c3f3b113170dc4f9d4aeb170678717e13d0975fb9258376df4eb001424fa,0,0,ACTIVE,NONE,23
0074c6472eacd8369a4b0138919a47e26fd385e2611013ea47412a450570556c,1,1,ACTIVE,Regularly,25
00751d0e138d5812ea9a7dcc25450ac4a881bb14cb2342010655641006f82b94,0,0,ACTIVE,NONE,27
007538dba9548463548d64864595421a478e749f7834c8d9105d56df46e6eeea,0,0,ACTIVE,NONE,19
00754012108569f9c99871720111a2b50aa7b6ebebe2a415914df8b8e5e120ff,0,0,ACTIVE,NONE,29
00761aefe07a2dd6ca110c99f3856ede55f20ff00ce754bf24c422c6746d05f3,0,0,ACTIVE,NONE,26
00768d1094764829563c64bf0cb49f1c83aa8d3fcc7243d9e1ddd6a2ef96a69e,1,1,ACTIVE,Regularly,51
007697f6af2d19ab492276018f345092cf687cbf2030a3b09dd2526c9d2232ad,0,0,ACTIVE,NONE,22
00775aa01fc803ef7c6868f11b807ff1ad1f727d22b82d35b9299d8e7edf9a53,0,0,ACTIVE,NONE,56
0077922bc342aca5f3ad0a67198ce22779eeb89f9861b9634370a8dc14c18e79,0,0,ACTIVE,NONE,30
0077b3341cb4d72cfc3854fa9c2c607e42aa8279181e0a52f8c3bfc74b1d8588,0,0,ACTIVE,NONE,53
007812fa043258faf080455bfc01472ceb02ebebc37c9cdee52d43c2ab6e6a50,0,0,ACTIVE,NONE,28
00784e72d7f929f1104a28fff96fdaf7de344eec4c57ea6b8d9d33608abe8164,1,1,ACTIVE,Regularly,54
0078e9d6a54c1d6bfd30aa6938efcbb9d8ac60ce62b6b6025783a0ce43d2ed44,0,0,ACTIVE,NONE,23
00798bd464457d23d6af401715fe32d5c676ad9ee4010d6a3c02580994d31124,0,0,ACTIVE,NONE,29
0079ede26064a6558caad4cd1680c51c63d822dbe87aa7d71abb1d44362ed944,0,0,ACTIVE,NONE,32
007a1f49d0dd87bfada4ed3df6c8ebe240b3e6edd01bd3ee3e21b1ca0605e6cd,1,1,ACTIVE,Regularly,25
007a21531a3afd432f5af7fbc3ec9480686ec621ac9b49e16b0eb5a669ffffbb,0,0,ACTIVE,NONE,65
007b15fc68d05d0446249ea3805da09ced59e11e179839f720ce77c91ab1db3b,1,1,ACTIVE,Regularly,52
007c710137d38f4409f945c384775c8e9af2c6dc1b2774e1e70e6421c867e350,1,1,ACTIVE,Regularly,61
007c8c6462925b7feb56342af0257e328030aa26a1547abff1842c05bc2dd40a,1,1,ACTIVE,Regularly,52
007cc81b48e02622d1be4a1deec987b078b209bc920364b0a36394d6bac1bc73,0,0,ACTIVE,NONE,28
007ccd6cdcaedac58c7e5db694606382a452dfece0df6846d6f84ba7dde7c053,0,0,ACTIVE,NONE,35
007e44e7888e2ad5dc16d11a3ff500e77732fca0eef8f4f8a5a3b362cb32ce93,1,1,,Regularly,63
007e9088dadb7f0868e4382a628b67d9cf048434dafff5d8ebe446c6d2742357,0,0,ACTIVE,NONE,26
007ebbf0197de6fc8b0315d69c39f95152470adddd00237b91c18141084a60af,0,0,ACTIVE,NONE,38
007ed944b32689fdd0e7d312725dc32290857be23530f20a21a0eb25fbb69159,0,0,ACTIVE,NONE,44
007f79c550b5e57f84fd569a139d75e5ee4c6446ebf0bba50bb7377ef875d944,1,1,ACTIVE,Regularly,31
00804d5e432291d93bcce927da374b3602fbac1d0ed6559826af92187c563461,0,0,ACTIVE,NONE,23
00807821ceed22afe6c97d1ea8ef9ed0e1a22d83db229e21278e50518190a21a,1,1,ACTIVE,Regularly,29
00809dda6eba2a9636698d3797edc301cf1395e681213f7e7b7ebbec56c60f57,0,0,ACTIVE,NONE,31
00824e49704b3f706b7c860e0abd64235b7bd4c8c61812432b0fc8057137d8f2,1,1,,Regularly,70
008333f2dd18bbe5576ad4fb16297bffaf2d9e2b2d54838daa131c95cd53c9a6,1,1,ACTIVE,Regularly,40
0083773a51a9a7cef771c8e055c0c098bf410e64e254860ab0d7357f376c3ed5,0,0,ACTIVE,NONE,25
0083ee250b3845008465de0e938d0ed2ae4f5bfde8b56ee9b59e6619d899e332,1,1,ACTIVE,Regularly,44
0084bd3ff9a06a939104c4d024d3d9761c62cad1daad4632cdfe9295b6630080,1,1,ACTIVE,Regularly,23
